ticker,time_published,title,source,topic,sentiment_label,sentiment_score,relevance_score,url
MSFT,2026-08-22 14:09:19,Why I Think the Best Dividend Stock Isn't a Tech Name: It's Realty Income,The Globe and Mail,finance,Neutral,0.07159,0.728928,https://www.theglobeandmail.com/investing/markets/markets-news/motley/3986151/why-i-think-the-best-dividend-stock-isn-t-a-tech-name-it-s-realty-income/
AAPL,2026-08-22 14:09:19,Why I Think the Best Dividend Stock Isn't a Tech Name: It's Realty Income,The Globe and Mail,finance,Neutral,0.05009,0.663758,https://www.theglobeandmail.com/investing/markets/markets-news/motley/3986151/why-i-think-the-best-dividend-stock-isn-t-a-tech-name-it-s-realty-income/
NVDA,2026-08-22 14:09:19,Why I Think the Best Dividend Stock Isn't a Tech Name: It's Realty Income,The Globe and Mail,finance,Neutral,0.126539,0.581095,https://www.theglobeandmail.com/investing/markets/markets-news/motley/3986151/why-i-think-the-best-dividend-stock-isn-t-a-tech-name-it-s-realty-income/
O,2026-08-22 14:08:59,Why I Think the Best Dividend Stock Isn't a Tech Name: It's Realty Income,The Globe and Mail,financial_markets,Bullish,0.60671,1.0,https://www.theglobeandmail.com/investing/markets/markets-news/Motley%20Fool/3986151/why-i-think-the-best-dividend-stock-isn-t-a-tech-name-it-s-realty-income/
MSFT,2026-08-22 14:08:59,Why I Think the Best Dividend Stock Isn't a Tech Name: It's Realty Income,The Globe and Mail,financial_markets,Neutral,-0.102703,0.718689,https://www.theglobeandmail.com/investing/markets/markets-news/Motley%20Fool/3986151/why-i-think-the-best-dividend-stock-isn-t-a-tech-name-it-s-realty-income/
AAPL,2026-08-22 14:08:59,Why I Think the Best Dividend Stock Isn't a Tech Name: It's Realty Income,The Globe and Mail,financial_markets,Neutral,-0.131523,0.605598,https://www.theglobeandmail.com/investing/markets/markets-news/Motley%20Fool/3986151/why-i-think-the-best-dividend-stock-isn-t-a-tech-name-it-s-realty-income/
O,2026-08-22 13:38:53,Why I Think the Best Dividend Stock Isn't a Tech Name: It's Realty Income,The Globe and Mail,real_estate,Bullish,0.439056,1.0,https://www.theglobeandmail.com/investing/markets/stocks/O-N/pressreleases/3986151/why-i-think-the-best-dividend-stock-isn-t-a-tech-name-it-s-realty-income/
MSFT,2026-08-22 13:38:53,Why I Think the Best Dividend Stock Isn't a Tech Name: It's Realty Income,The Globe and Mail,real_estate,Somewhat-Bullish,0.20408,0.740726,https://www.theglobeandmail.com/investing/markets/stocks/O-N/pressreleases/3986151/why-i-think-the-best-dividend-stock-isn-t-a-tech-name-it-s-realty-income/
AAPL,2026-08-22 13:38:53,Why I Think the Best Dividend Stock Isn't a Tech Name: It's Realty Income,The Globe and Mail,real_estate,Neutral,0.111662,0.625717,https://www.theglobeandmail.com/investing/markets/stocks/O-N/pressreleases/3986151/why-i-think-the-best-dividend-stock-isn-t-a-tech-name-it-s-realty-income/
O,2026-08-22 13:38:53,Why I Think the Best Dividend Stock Isn't a Tech Name: It's Realty Income,The Globe and Mail,real_estate,Bullish,0.487697,1.0,https://www.theglobeandmail.com/investing/markets/stocks/NVDA/pressreleases/3986151/why-i-think-the-best-dividend-stock-isnt-a-tech-name-its-realty-income/
MSFT,2026-08-22 13:38:53,Why I Think the Best Dividend Stock Isn't a Tech Name: It's Realty Income,The Globe and Mail,real_estate,Neutral,0.063849,0.731062,https://www.theglobeandmail.com/investing/markets/stocks/NVDA/pressreleases/3986151/why-i-think-the-best-dividend-stock-isnt-a-tech-name-its-realty-income/
AAPL,2026-08-22 13:38:53,Why I Think the Best Dividend Stock Isn't a Tech Name: It's Realty Income,The Globe and Mail,real_estate,Neutral,0.072829,0.700287,https://www.theglobeandmail.com/investing/markets/stocks/NVDA/pressreleases/3986151/why-i-think-the-best-dividend-stock-isnt-a-tech-name-its-realty-income/
NVDA,2026-08-22 13:38:53,Why I Think the Best Dividend Stock Isn't a Tech Name: It's Realty Income,The Globe and Mail,real_estate,Neutral,0.015508,0.642192,https://www.theglobeandmail.com/investing/markets/stocks/NVDA/pressreleases/3986151/why-i-think-the-best-dividend-stock-isnt-a-tech-name-its-realty-income/
SPGI,2026-08-22 13:38:53,Why I Think the Best Dividend Stock Isn't a Tech Name: It's Realty Income,The Globe and Mail,real_estate,Neutral,-0.077363,0.582699,https://www.theglobeandmail.com/investing/markets/stocks/NVDA/pressreleases/3986151/why-i-think-the-best-dividend-stock-isnt-a-tech-name-its-realty-income/
STRL,2026-08-22 09:10:32,"Emerald Investment Advisers LLC Trims Stock Holdings in Sterling Infrastructure, Inc. $STRL",MarketBeat,earnings,Neutral,0.10366,1.0,https://www.marketbeat.com/instant-alerts/filing-emerald-investment-advisers-llc-trims-stock-holdings-in-sterling-infrastructure-inc-strl-2026-08-22/
ORCL,2026-08-22 09:10:32,"Emerald Investment Advisers LLC Trims Stock Holdings in Sterling Infrastructure, Inc. $STRL",MarketBeat,earnings,Neutral,0.100046,0.564912,https://www.marketbeat.com/instant-alerts/filing-emerald-investment-advisers-llc-trims-stock-holdings-in-sterling-infrastructure-inc-strl-2026-08-22/
PANW,2026-08-22 09:10:32,"Emerald Investment Advisers LLC Trims Stock Holdings in Sterling Infrastructure, Inc. $STRL",MarketBeat,earnings,Somewhat-Bullish,0.317788,0.563825,https://www.marketbeat.com/instant-alerts/filing-emerald-investment-advisers-llc-trims-stock-holdings-in-sterling-infrastructure-inc-strl-2026-08-22/
TJX,2026-08-22 09:10:32,"Emerald Investment Advisers LLC Trims Stock Holdings in Sterling Infrastructure, Inc. $STRL",MarketBeat,earnings,Somewhat-Bearish,-0.242382,0.551172,https://www.marketbeat.com/instant-alerts/filing-emerald-investment-advisers-llc-trims-stock-holdings-in-sterling-infrastructure-inc-strl-2026-08-22/
AAPL,2026-08-22 09:10:32,"Emerald Investment Advisers LLC Trims Stock Holdings in Sterling Infrastructure, Inc. $STRL",MarketBeat,earnings,Neutral,0.11474,0.559879,https://www.marketbeat.com/instant-alerts/filing-emerald-investment-advisers-llc-trims-stock-holdings-in-sterling-infrastructure-inc-strl-2026-08-22/
IVZ,2026-08-22 08:45:31,Trademark Financial Management LLC Decreases Holdings in Invesco QQQ $QQQ,MarketBeat,financial_markets,Somewhat-Bullish,0.318815,0.884207,https://www.marketbeat.com/instant-alerts/filing-trademark-financial-management-llc-decreases-holdings-in-invesco-qqq-qqq-2026-08-22/
AAPL,2026-08-22 08:45:31,Trademark Financial Management LLC Decreases Holdings in Invesco QQQ $QQQ,MarketBeat,financial_markets,Neutral,0.113192,0.646953,https://www.marketbeat.com/instant-alerts/filing-trademark-financial-management-llc-decreases-holdings-in-invesco-qqq-qqq-2026-08-22/
MSFT,2026-08-22 08:45:31,Trademark Financial Management LLC Decreases Holdings in Invesco QQQ $QQQ,MarketBeat,financial_markets,Neutral,0.11018,0.616606,https://www.marketbeat.com/instant-alerts/filing-trademark-financial-management-llc-decreases-holdings-in-invesco-qqq-qqq-2026-08-22/
NVDA,2026-08-22 08:45:31,Trademark Financial Management LLC Decreases Holdings in Invesco QQQ $QQQ,MarketBeat,financial_markets,Somewhat-Bearish,-0.23993,0.635728,https://www.marketbeat.com/instant-alerts/filing-trademark-financial-management-llc-decreases-holdings-in-invesco-qqq-qqq-2026-08-22/
AAPL,2026-08-22 08:37:02,Apple and Amazon users: Beware this new ‘unauthorized charge’ scam,Fast Company,technology,Neutral,0.024915,0.928125,https://www.fastcompany.com/91591078/apple-amazon-users-beware-this-new-unauthorized-charge-scam-pop-up-phishing
AMZN,2026-08-22 08:37:02,Apple and Amazon users: Beware this new ‘unauthorized charge’ scam,Fast Company,technology,Neutral,0.039228,0.817808,https://www.fastcompany.com/91591078/apple-amazon-users-beware-this-new-unauthorized-charge-scam-pop-up-phishing
ADBE,2026-08-22 08:37:02,Apple and Amazon users: Beware this new ‘unauthorized charge’ scam,Fast Company,technology,Neutral,0.018131,0.603181,https://www.fastcompany.com/91591078/apple-amazon-users-beware-this-new-unauthorized-charge-scam-pop-up-phishing
SKHY,2026-08-22 08:13:54,"SK hynix Inc (SKHY) Stock Price, Quote, News & History",Benzinga,financial_markets,Somewhat-Bullish,0.2512,1.0,https://www.benzinga.com/quote/SKHY
MU,2026-08-22 08:13:54,"SK hynix Inc (SKHY) Stock Price, Quote, News & History",Benzinga,financial_markets,Bullish,0.385796,0.770136,https://www.benzinga.com/quote/SKHY
NVDA,2026-08-22 08:13:54,"SK hynix Inc (SKHY) Stock Price, Quote, News & History",Benzinga,financial_markets,Somewhat-Bullish,0.156262,0.691148,https://www.benzinga.com/quote/SKHY
GOOG,2026-08-22 08:13:54,"SK hynix Inc (SKHY) Stock Price, Quote, News & History",Benzinga,financial_markets,Neutral,0.033779,0.531145,https://www.benzinga.com/quote/SKHY
AAPL,2026-08-22 08:13:54,"SK hynix Inc (SKHY) Stock Price, Quote, News & History",Benzinga,financial_markets,Neutral,0.063195,0.529767,https://www.benzinga.com/quote/SKHY
TY-P,2026-08-22 08:10:15,Beckerman Institutional LLC Makes New Investment in Tri Continental Corporation $TY,MarketBeat,financial_markets,Neutral,0.022472,0.310086,https://www.marketbeat.com/instant-alerts/filing-beckerman-institutional-llc-makes-new-investment-in-tri-continental-corporation-ty-2026-08-22/
BLK,2026-08-22 08:10:15,Beckerman Institutional LLC Makes New Investment in Tri Continental Corporation $TY,MarketBeat,financial_markets,Neutral,0.147367,0.600877,https://www.marketbeat.com/instant-alerts/filing-beckerman-institutional-llc-makes-new-investment-in-tri-continental-corporation-ty-2026-08-22/
MSI,2026-08-22 08:10:15,Beckerman Institutional LLC Makes New Investment in Tri Continental Corporation $TY,MarketBeat,financial_markets,Somewhat-Bullish,0.235323,0.646967,https://www.marketbeat.com/instant-alerts/filing-beckerman-institutional-llc-makes-new-investment-in-tri-continental-corporation-ty-2026-08-22/
PANW,2026-08-22 08:10:15,Beckerman Institutional LLC Makes New Investment in Tri Continental Corporation $TY,MarketBeat,financial_markets,Somewhat-Bullish,0.201218,0.626619,https://www.marketbeat.com/instant-alerts/filing-beckerman-institutional-llc-makes-new-investment-in-tri-continental-corporation-ty-2026-08-22/
AAPL,2026-08-22 08:10:15,Beckerman Institutional LLC Makes New Investment in Tri Continental Corporation $TY,MarketBeat,financial_markets,Neutral,0.129109,0.601354,https://www.marketbeat.com/instant-alerts/filing-beckerman-institutional-llc-makes-new-investment-in-tri-continental-corporation-ty-2026-08-22/
WMT,2026-08-22 03:09:56,"WMT Brings Tap-To-Pay To US Stores — Walmart Adding Google Pay To Its Checkout Options, Apple Pay Also Reportedly In The Mix",Stocktwits,retail_wholesale,Somewhat-Bullish,0.21178,1.0,https://stocktwits.com/news-articles/markets/equity/wmt-brings-tap-to-pay-to-us-stores-walmart-adding-google-pay-to-its-checkout-options-apple-pay-also-reportedly-in-the-mix/cZY93nSRJV7
GOOG,2026-08-22 03:09:56,"WMT Brings Tap-To-Pay To US Stores — Walmart Adding Google Pay To Its Checkout Options, Apple Pay Also Reportedly In The Mix",Stocktwits,retail_wholesale,Somewhat-Bullish,0.239186,0.709484,https://stocktwits.com/news-articles/markets/equity/wmt-brings-tap-to-pay-to-us-stores-walmart-adding-google-pay-to-its-checkout-options-apple-pay-also-reportedly-in-the-mix/cZY93nSRJV7
GOOGL,2026-08-22 03:09:56,"WMT Brings Tap-To-Pay To US Stores — Walmart Adding Google Pay To Its Checkout Options, Apple Pay Also Reportedly In The Mix",Stocktwits,retail_wholesale,Somewhat-Bullish,0.228534,0.734761,https://stocktwits.com/news-articles/markets/equity/wmt-brings-tap-to-pay-to-us-stores-walmart-adding-google-pay-to-its-checkout-options-apple-pay-also-reportedly-in-the-mix/cZY93nSRJV7
AAPL,2026-08-22 03:09:56,"WMT Brings Tap-To-Pay To US Stores — Walmart Adding Google Pay To Its Checkout Options, Apple Pay Also Reportedly In The Mix",Stocktwits,retail_wholesale,Somewhat-Bullish,0.207297,0.619657,https://stocktwits.com/news-articles/markets/equity/wmt-brings-tap-to-pay-to-us-stores-walmart-adding-google-pay-to-its-checkout-options-apple-pay-also-reportedly-in-the-mix/cZY93nSRJV7
VONE,2026-08-22 02:10:50,Should Vanguard Russell 1000 Index Fund ETF Shares (VONE) Be on Your Investing Radar?,Eastern Progress,financial_markets,Bullish,0.401884,1.0,https://www.easternprogress.com/should-vanguard-russell-1000-index-fund-etf-shares-vone-be-on-your-investing-radar/article_8605a9f2-d17f-5870-b196-9371221c8fc5.html
NVDA,2026-08-22 02:10:50,Should Vanguard Russell 1000 Index Fund ETF Shares (VONE) Be on Your Investing Radar?,Eastern Progress,financial_markets,Neutral,0.126476,0.643393,https://www.easternprogress.com/should-vanguard-russell-1000-index-fund-etf-shares-vone-be-on-your-investing-radar/article_8605a9f2-d17f-5870-b196-9371221c8fc5.html
AAPL,2026-08-22 02:10:50,Should Vanguard Russell 1000 Index Fund ETF Shares (VONE) Be on Your Investing Radar?,Eastern Progress,financial_markets,Neutral,0.11352,0.632968,https://www.easternprogress.com/should-vanguard-russell-1000-index-fund-etf-shares-vone-be-on-your-investing-radar/article_8605a9f2-d17f-5870-b196-9371221c8fc5.html
MSFT,2026-08-22 02:10:50,Should Vanguard Russell 1000 Index Fund ETF Shares (VONE) Be on Your Investing Radar?,Eastern Progress,financial_markets,Neutral,0.105076,0.618151,https://www.easternprogress.com/should-vanguard-russell-1000-index-fund-etf-shares-vone-be-on-your-investing-radar/article_8605a9f2-d17f-5870-b196-9371221c8fc5.html
VRTX,2026-08-22 00:02:36,Vertex Pharmaceuticals: A Biotech Cash Cow With Pipeline Upside?,The Globe and Mail,life_sciences,Bullish,0.417881,0.984713,https://www.theglobeandmail.com/investing/markets/markets-news/Motley%20Fool/3979800/vertex-pharmaceuticals-a-biotech-cash-cow-with-pipeline-upside/
NVDA,2026-08-22 00:02:36,Vertex Pharmaceuticals: A Biotech Cash Cow With Pipeline Upside?,The Globe and Mail,life_sciences,Somewhat-Bullish,0.324937,0.614432,https://www.theglobeandmail.com/investing/markets/markets-news/Motley%20Fool/3979800/vertex-pharmaceuticals-a-biotech-cash-cow-with-pipeline-upside/
AAPL,2026-08-22 00:02:36,Vertex Pharmaceuticals: A Biotech Cash Cow With Pipeline Upside?,The Globe and Mail,life_sciences,Somewhat-Bullish,0.31924,0.552355,https://www.theglobeandmail.com/investing/markets/markets-news/Motley%20Fool/3979800/vertex-pharmaceuticals-a-biotech-cash-cow-with-pipeline-upside/
WMT,2026-08-21 23:03:22,More Ways to Pay: Tap to Pay Is Coming to Walmart and Sam’s Club,Walmart,retail_wholesale,Bullish,0.426706,1.0,https://corporate.walmart.com/news/2026/08/21/more-ways-to-pay-tap-to-pay-is-coming-to-walmart-and-sams-club
V,2026-08-21 23:03:22,More Ways to Pay: Tap to Pay Is Coming to Walmart and Sam’s Club,Walmart,retail_wholesale,Somewhat-Bullish,0.301756,0.725494,https://corporate.walmart.com/news/2026/08/21/more-ways-to-pay-tap-to-pay-is-coming-to-walmart-and-sams-club
MA,2026-08-21 23:03:22,More Ways to Pay: Tap to Pay Is Coming to Walmart and Sam’s Club,Walmart,retail_wholesale,Somewhat-Bullish,0.320405,0.622262,https://corporate.walmart.com/news/2026/08/21/more-ways-to-pay-tap-to-pay-is-coming-to-walmart-and-sams-club
AAPL,2026-08-21 23:03:22,More Ways to Pay: Tap to Pay Is Coming to Walmart and Sam’s Club,Walmart,retail_wholesale,Somewhat-Bullish,0.269276,0.571547,https://corporate.walmart.com/news/2026/08/21/more-ways-to-pay-tap-to-pay-is-coming-to-walmart-and-sams-club
GOOGL,2026-08-21 23:03:22,More Ways to Pay: Tap to Pay Is Coming to Walmart and Sam’s Club,Walmart,retail_wholesale,Somewhat-Bullish,0.281491,0.564224,https://corporate.walmart.com/news/2026/08/21/more-ways-to-pay-tap-to-pay-is-coming-to-walmart-and-sams-club
AAPL,2026-08-21 22:37:01,"Pioneer Wealth Management Group Purchases 6,640 Shares of Apple Inc. $AAPL",MarketBeat,earnings,Somewhat-Bullish,0.247818,1.0,https://www.marketbeat.com/instant-alerts/filing-pioneer-wealth-management-group-purchases-6640-shares-of-apple-inc-aapl-2026-08-21/
DAL,2026-08-21 22:24:34,"Berkshire Hathaway Trims Bank of America Stake by $1.7 Billion, Adds to Delta Air Lines",BigGo Finance,earnings,Bullish,0.421783,1.0,https://finance.biggo.com/news/c59a42f3-b6af-4b2a-96e8-ba8a4bb9d065
BAC,2026-08-21 22:24:34,"Berkshire Hathaway Trims Bank of America Stake by $1.7 Billion, Adds to Delta Air Lines",BigGo Finance,earnings,Somewhat-Bearish,-0.237041,0.925412,https://finance.biggo.com/news/c59a42f3-b6af-4b2a-96e8-ba8a4bb9d065
GOOGL,2026-08-21 22:24:34,"Berkshire Hathaway Trims Bank of America Stake by $1.7 Billion, Adds to Delta Air Lines",BigGo Finance,earnings,Somewhat-Bullish,0.319037,0.839552,https://finance.biggo.com/news/c59a42f3-b6af-4b2a-96e8-ba8a4bb9d065
AAPL,2026-08-21 22:24:34,"Berkshire Hathaway Trims Bank of America Stake by $1.7 Billion, Adds to Delta Air Lines",BigGo Finance,earnings,Neutral,0.140475,0.611645,https://finance.biggo.com/news/c59a42f3-b6af-4b2a-96e8-ba8a4bb9d065
PDD,2026-08-21 22:10:21,Technology Growth Portfolio's PDD Holdings Inc(PDD) Holding History,GuruFocus,financial_markets,Neutral,0.111736,1.0,https://www.gurufocus.com/guru-portfolio/Technology%20Growth%20Portfolio/PDD
BK,2026-08-21 22:10:21,Technology Growth Portfolio's PDD Holdings Inc(PDD) Holding History,GuruFocus,financial_markets,Neutral,0.048596,0.742949,https://www.gurufocus.com/guru-portfolio/Technology%20Growth%20Portfolio/PDD
AAPL,2026-08-21 22:10:21,Technology Growth Portfolio's PDD Holdings Inc(PDD) Holding History,GuruFocus,financial_markets,Neutral,0.108853,0.60404,https://www.gurufocus.com/guru-portfolio/Technology%20Growth%20Portfolio/PDD
VZ,2026-08-21 20:22:25,Compatible Verizon phones can send satellite texts as another Hawaii storm nears,Stock Titan,earnings,Somewhat-Bullish,0.284965,1.0,https://www.stocktitan.net/news/VZ/verizon-prepares-network-for-potential-tropical-storm-customer-uw5t6o44iuzk.html
AAPL,2026-08-21 20:22:25,Compatible Verizon phones can send satellite texts as another Hawaii storm nears,Stock Titan,earnings,Somewhat-Bullish,0.199996,0.63591,https://www.stocktitan.net/news/VZ/verizon-prepares-network-for-potential-tropical-storm-customer-uw5t6o44iuzk.html
GOOG,2026-08-21 20:22:25,Compatible Verizon phones can send satellite texts as another Hawaii storm nears,Stock Titan,earnings,Neutral,0.100913,0.581852,https://www.stocktitan.net/news/VZ/verizon-prepares-network-for-potential-tropical-storm-customer-uw5t6o44iuzk.html
AAPL,2026-08-21 19:15:00,Apple Reportedly Shifts Focus To AI And Smart Glasses With Job Cuts In Siri And Vision Pro Teams,Stocktwits,technology,Neutral,0.04389,1.0,https://stocktwits.com/news-articles/markets/equity/apple-reportedly-shifts-focus-to-ai-and-smart-glasses/cZY9ORKRJVW
AAPL,2026-08-21 18:45:00,"Apple Cuts Jobs in Siri, Vision Pro Immersive Video and Gaming Teams",Bloomberg.com,technology,Somewhat-Bearish,-0.336122,0.962698,https://www.bloomberg.com/news/articles/2026-08-21/apple-cuts-jobs-in-siri-vision-pro-immersive-video-and-gaming-teams
INTC,2026-08-21 18:32:00,Intel Sold $20 Billion of Stock at $95 a Share. It Now Trades Below $93.,Yahoo Finance,financial_markets,Somewhat-Bearish,-0.261497,1.0,https://finance.yahoo.com/markets/stocks/articles/intel-sold-20-billion-stock-003201276.html
NVDA,2026-08-21 18:32:00,Intel Sold $20 Billion of Stock at $95 a Share. It Now Trades Below $93.,Yahoo Finance,financial_markets,Somewhat-Bullish,0.246733,0.607723,https://finance.yahoo.com/markets/stocks/articles/intel-sold-20-billion-stock-003201276.html
AAPL,2026-08-21 18:32:00,Intel Sold $20 Billion of Stock at $95 a Share. It Now Trades Below $93.,Yahoo Finance,financial_markets,Somewhat-Bullish,0.223514,0.575083,https://finance.yahoo.com/markets/stocks/articles/intel-sold-20-billion-stock-003201276.html
ANET,2026-08-21 18:15:12,Arista Networks Inc Stock (ANET) Moved Up by 3.08% on Aug 21: Facts Behind the Movement,TradingKey,earnings,Bullish,0.495785,1.0,https://www.tradingkey.com/news/market-movers/262125152-market-movers-anet-20260821
NVDA,2026-08-21 18:15:12,Arista Networks Inc Stock (ANET) Moved Up by 3.08% on Aug 21: Facts Behind the Movement,TradingKey,earnings,Neutral,0.114924,0.611834,https://www.tradingkey.com/news/market-movers/262125152-market-movers-anet-20260821
AAPL,2026-08-21 18:15:12,Arista Networks Inc Stock (ANET) Moved Up by 3.08% on Aug 21: Facts Behind the Movement,TradingKey,earnings,Neutral,0.119702,0.607641,https://www.tradingkey.com/news/market-movers/262125152-market-movers-anet-20260821
MU,2026-08-21 18:15:12,Arista Networks Inc Stock (ANET) Moved Up by 3.08% on Aug 21: Facts Behind the Movement,TradingKey,earnings,Neutral,0.121138,0.608247,https://www.tradingkey.com/news/market-movers/262125152-market-movers-anet-20260821
AAPL,2026-08-21 17:37:08,Apple Users Beware: ChatGPT’s Newest Mac Feature Could Pose a Major Privacy Risk,Inc.com,technology,Somewhat-Bearish,-0.211308,1.0,https://www.inc.com/kit-eaton/apple-users-beware-chatgpts-newest-mac-feature-could-pose-a-major-privacy-risk/91394807
MSFT,2026-08-21 17:37:08,Apple Users Beware: ChatGPT’s Newest Mac Feature Could Pose a Major Privacy Risk,Inc.com,technology,Neutral,0.137375,0.645899,https://www.inc.com/kit-eaton/apple-users-beware-chatgpts-newest-mac-feature-could-pose-a-major-privacy-risk/91394807
IBM,2026-08-21 17:37:08,Apple Users Beware: ChatGPT’s Newest Mac Feature Could Pose a Major Privacy Risk,Inc.com,technology,Neutral,0.109421,0.611567,https://www.inc.com/kit-eaton/apple-users-beware-chatgpts-newest-mac-feature-could-pose-a-major-privacy-risk/91394807
GOOGL,2026-08-21 17:37:08,Apple Users Beware: ChatGPT’s Newest Mac Feature Could Pose a Major Privacy Risk,Inc.com,technology,Neutral,0.140796,0.60496,https://www.inc.com/kit-eaton/apple-users-beware-chatgpts-newest-mac-feature-could-pose-a-major-privacy-risk/91394807
AAPL,2026-08-21 17:36:59,Walmart will let customers use Apple Pay after holding out for more than a decade. Why it finally caved,Fast Company,retail_wholesale,Somewhat-Bullish,0.338261,1.0,https://www.fastcompany.com/91593708/walmart-adds-apple-pay-google-tap-payments-after-holding-out-why-it-caved
WMT,2026-08-21 17:36:59,Walmart will let customers use Apple Pay after holding out for more than a decade. Why it finally caved,Fast Company,retail_wholesale,Somewhat-Bullish,0.22733,1.0,https://www.fastcompany.com/91593708/walmart-adds-apple-pay-google-tap-payments-after-holding-out-why-it-caved
GOOG,2026-08-21 17:36:59,Walmart will let customers use Apple Pay after holding out for more than a decade. Why it finally caved,Fast Company,retail_wholesale,Neutral,0.127648,0.618713,https://www.fastcompany.com/91593708/walmart-adds-apple-pay-google-tap-payments-after-holding-out-why-it-caved
GOOGL,2026-08-21 17:36:59,Walmart will let customers use Apple Pay after holding out for more than a decade. Why it finally caved,Fast Company,retail_wholesale,Neutral,0.134138,0.648983,https://www.fastcompany.com/91593708/walmart-adds-apple-pay-google-tap-payments-after-holding-out-why-it-caved
WMT,2026-08-21 17:34:38,Walmart makes major change to how you can pay in stores,Yahoo! Finance Canada,retail_wholesale,Somewhat-Bullish,0.256244,1.0,https://ca.finance.yahoo.com/news/walmart-makes-major-change-pay-183417661.html
AAPL,2026-08-21 17:34:38,Walmart makes major change to how you can pay in stores,Yahoo! Finance Canada,retail_wholesale,Somewhat-Bullish,0.181942,0.73639,https://ca.finance.yahoo.com/news/walmart-makes-major-change-pay-183417661.html
GOOGL,2026-08-21 17:34:38,Walmart makes major change to how you can pay in stores,Yahoo! Finance Canada,retail_wholesale,Neutral,0.128376,0.644661,https://ca.finance.yahoo.com/news/walmart-makes-major-change-pay-183417661.html
WMT,2026-08-21 17:19:46,Walmart to accept Apple Pay and Google Pay at all U.S. stores,Quartz,retail_wholesale,Somewhat-Bullish,0.242738,1.0,https://qz.com/walmart-apple-pay-contactless-payments-tap-to-pay-082126
AAPL,2026-08-21 17:19:46,Walmart to accept Apple Pay and Google Pay at all U.S. stores,Quartz,retail_wholesale,Somewhat-Bullish,0.336763,0.739824,https://qz.com/walmart-apple-pay-contactless-payments-tap-to-pay-082126
GOOGL,2026-08-21 17:19:46,Walmart to accept Apple Pay and Google Pay at all U.S. stores,Quartz,retail_wholesale,Somewhat-Bullish,0.299619,0.649157,https://qz.com/walmart-apple-pay-contactless-payments-tap-to-pay-082126
GOOG,2026-08-21 17:19:46,Walmart to accept Apple Pay and Google Pay at all U.S. stores,Quartz,retail_wholesale,Somewhat-Bullish,0.227295,0.555306,https://qz.com/walmart-apple-pay-contactless-payments-tap-to-pay-082126
WMT,2026-08-21 17:09:41,"Walmart adding Apple Pay, other tap-to-pay options",Axios,retail_wholesale,Somewhat-Bullish,0.307974,1.0,https://www.axios.com/2026/08/21/walmart-tap-apple-pay-options
AAPL,2026-08-21 17:09:41,"Walmart adding Apple Pay, other tap-to-pay options",Axios,retail_wholesale,Somewhat-Bullish,0.30321,0.707561,https://www.axios.com/2026/08/21/walmart-tap-apple-pay-options
AAPL,2026-08-21 16:47:00,Apple Lays Off Staff As Vision Pro Demand Disappoints,RTTNews,technology,Bearish,-0.421286,0.970842,https://www.rttnews.com/3683291/apple-lays-off-staff-as-vision-pro-demand-disappoints.aspx
MCO,2026-08-21 16:39:39,Moody’s changes ARKO outlook to stable on debt reduction,Investing.com,finance,Somewhat-Bullish,0.259568,1.0,https://www.investing.com/news/stock-market-news/moodys-changes-arko-outlook-to-stable-on-debt-reduction-93CH-4871956
NVDA,2026-08-21 16:39:39,Moody’s changes ARKO outlook to stable on debt reduction,Investing.com,finance,Neutral,0.013519,0.648796,https://www.investing.com/news/stock-market-news/moodys-changes-arko-outlook-to-stable-on-debt-reduction-93CH-4871956
AAPL,2026-08-21 16:39:39,Moody’s changes ARKO outlook to stable on debt reduction,Investing.com,finance,Neutral,0.047908,0.580211,https://www.investing.com/news/stock-market-news/moodys-changes-arko-outlook-to-stable-on-debt-reduction-93CH-4871956
AAPL,2026-08-21 16:36:59,Walmart to Offer Apple Pay in Push for Contactless Payments,Yahoo Finance,retail_wholesale,Somewhat-Bullish,0.340717,0.941522,https://finance.yahoo.com/media-advertising/articles/walmart-offer-apple-pay-push-161551690.html
WMT,2026-08-21 16:36:59,Walmart to Offer Apple Pay in Push for Contactless Payments,Yahoo Finance,retail_wholesale,Bullish,0.413621,1.0,https://finance.yahoo.com/media-advertising/articles/walmart-offer-apple-pay-push-161551690.html
COIN,2026-08-21 16:36:59,Walmart to Offer Apple Pay in Push for Contactless Payments,Yahoo Finance,retail_wholesale,Neutral,0.126695,0.627521,https://finance.yahoo.com/media-advertising/articles/walmart-offer-apple-pay-push-161551690.html
WMT,2026-08-21 16:15:41,Walmart to Offer Apple Pay in Push for Contactless Payments,Bloomberg.com,retail_wholesale,Bullish,0.397709,1.0,https://www.bloomberg.com/news/articles/2026-08-21/walmart-to-offer-apple-pay-in-push-for-contactless-payments
AAPL,2026-08-21 16:15:41,Walmart to Offer Apple Pay in Push for Contactless Payments,Bloomberg.com,retail_wholesale,Bullish,0.396873,0.945843,https://www.bloomberg.com/news/articles/2026-08-21/walmart-to-offer-apple-pay-in-push-for-contactless-payments
VOO,2026-08-21 16:08:34,Could Investing $300 a Month in VOO Make You a Millionaire? Here's the Math.,The Motley Fool,financial_markets,Bullish,0.438002,1.0,https://www.fool.com/investing/2026/08/21/could-investing-300-a-month-in-voo-make-million/
